scriptSerial,title,TitleJP-CN,tragedySet,creator,box,setNumber,boxAlt,setNumberAlt,loopsHard,loopsEasy,loopsRange,daysPerLoop,specialRules,notes,mainPlot,SubPlot 1,SubPlot 2,Cast 1 ID,Cast 1 Role,Cast 2 ID,Cast 2 Role,Cast 3 ID,Cast 3 Role,Cast 4 ID,Cast 4 Role,Cast 5 ID,Cast 5 Role,Cast 6 ID,Cast 6 Role,Cast 7 ID,Cast 7 Role,Cast 8 ID,Cast 8 Role,Cast 9 ID,Cast 9 Role,Cast 10 ID,Cast 10 Role,Cast 11 ID,Cast 11 Role,Cast 12 ID,Cast 12 Role,Day 1,Incident 1,Culprit 1 ID,Culprit 1 Role,Day 2,Incident 2,Culprit 2 ID,Culprit 2 Role,Day 3,Incident 3,Culprit 3 ID,Culprit 3 Role,Day 4,Incident 4,Culprit 4 ID,Culprit 4 Role,Day 5,Incident 5,Culprit 5 ID,Culprit 5 Role,Day 6,Incident 6,Culprit 6 ID,Culprit 6 Role,Day 7,Incident 7,Culprit 7 ID,Culprit 7 Role,Day 8,Incident 8,Culprit 8 ID,Culprit 8 Role,Day 9,Incident 9,Culprit 9 ID,Culprit 9 Role,Day 10,Incident 10,Culprit 10 ID,Culprit 10 Role
BTX-F-031,Battle Between Women,女の戦い,Basic Tragedy,ペンスキー,Sangeki,2,Fan,,,4,4,4,,,Sign with me!,The Hidden Freak,Threads of Fate,Pop Idol,Key Person,Girl Student,Serial Killer,Nurse,Friend,Shrine Maiden,Person,Office Worker,Person,Class Rep,Person,,,,,,,,,,,,,1,Increasing Unease,Office Worker,,2,Increasing Unease,Shrine Maiden,,4,Murder,Girl Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-032,He's a Person,彼はパーソン,Basic Tragedy,ペンスキー,Sangeki,5,Fan,,,4,4,5,,,Sign with me!,Circle of Friends,A Love Affair,Alien,Key Person,A.I.,Friend,Rich Man’s Daughter,Friend,Teacher,Conspiracy Theorist,Transfer Student (Day 2),Lover,Patient,Loved One,Godly Being (∞ 2),Person,Office Worker,Person,,,,,,,,,1,Spreading,A.I.,,2,Increasing Unease,Teacher,,3,Murder,Rich Man’s Daughter,,4,Suicide,Transfer Student,,5,Butterfly Effect,Patient,,,,,,,,,,,,,,,,,,,,,
BTX-F-033,Evil Contaminated Realm,邪悪なる汚染領域,Basic Tragedy,ペンスキー,Sangeki,6,Fan,,,4,4,6,,,The Sealed Item,Circle of Friends,Paranoia Virus,Boy Student,Brain,Nurse,Cultist,Alien,Friend,Rich Man’s Daughter,Friend,Forensic Specialist,Conspiracy Theorist,Soldier,Person,Police Officer,Person,Office Worker,Person,Teacher,Person,,,,,,,2,Suicide,Teacher,,5,Foul Evil,Boy Student,,6,Increasing Unease,Office Worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-034,The Hidden Time Traveler,隠れ潜むタイムトラベラー,Basic Tragedy,ペンスキー,Sangeki,7,Fan,,,5,5,5,,,Change of Future,Circle of Friends,Threads of Fate,Shrine Maiden,Cultist,Informer,Time Traveler,Pop Idol,Friend,Class Rep,Friend,Teacher,Conspiracy Theorist,Alien,Person,Forensic Specialist,Person,Godly Being (∞ 5),Person,Girl Student,Person,,,,,,,2,Butterfly Effect,Forensic Specialist,,3,Murder,Teacher,,4,Faraway Murder,Class Rep,,5,Suicide,Informer,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-035,The Truth Behind the Rumors,噂の果ての真相,Basic Tragedy,ペンスキー,Sangeki,8,Fan,,,4,4,6,,,Giant Time Bomb,An Unsettling Rumor,Unknown Factor X,Office Worker,Witch,Girl Student,Conspiracy Theorist,Teacher,Factor,Soldier,Person,Informer,Person,Godly Being (∞ 2),Person,Rich Man’s Daughter,Person,,,,,,,,,,,3,Murder,Rich Man’s Daughter,,5,Hospital Incident,Girl Student,,6,Suicide,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-036,When You Wish Upon A Star,ホシに願いを,Basic Tragedy,ペンスキー,Sangeki,9,Fan,,,3,3,6,,,Change of Future,Circle of Friends,Threads of Fate,Henchman,Cultist,Little Sister,Time Traveler,Illusion,Friend,A.I.,Friend,Police Officer,Conspiracy Theorist,Nurse,Person,Office Worker,Person,Informer,Person,Boy Student,Person,Rich Man’s Daughter,Person,,,,,1,Increasing Unease,Rich Man’s Daughter,,2,Increasing Unease,Office Worker,,3,Increasing Unease,Boy Student,,4,Increasing Unease,Nurse,,5,Butterfly Effect,Henchman,,,,,,,,,,,,,,,,,,,,,
BTX-F-037,Scathing Report,悪辣なる報道,Basic Tragedy,ペンスキー,Sangeki,12,Fan,,,6,6,5,,,Murder Plan,The Hidden Freak,Threads of Fate,Office Worker,Key Person,Boss,Killer (Hospital),Transfer Student (Day 3),Brain,A.I.,Serial Killer,Journalist,Friend,Godly Being (∞ 3),Person,Patient,Person,Soldier,Person,Class Rep,Person,Rich Man’s Daughter,Person,,,,,1,Suicide,Office Worker,,2,Butterfly Effect,Godly Being,,3,Increasing Unease,Journalist,,4,Faraway Murder,Transfer Student,,5,Spreading,Rich Man’s Daughter,,,,,,,,,,,,,,,,,,,,,
BTX-F-038,Spreading Paranoia and Trust,蔓延する不安と信頼,Basic Tragedy,ペンスキー,Sangeki,100,Fan,,,6,6,1,,,Change of Future,Threads of Fate,Unknown Factor X,Patient,Cultist,Sacred Tree,Time Traveler,A.I.,Factor,Alien,Person,Journalist,Person,Informer,Person,Office Worker,Person,Rich Man’s Daughter,Person,,,,,,,,,1,Hospital Incident,Office Worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-039,When the Cicadas Cry,寒蝉鸣泣之时.改 ,Basic Tragedy,Choconut,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-040,No One Can Return to the Past,人们不能回到过去 ,Basic Tragedy,章鱼君,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-041,Goddess of Envy,妒忌之神 ,Basic Tragedy,minimipool,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-042,A Realistic Depiction of a Hospital Crisis,个迫真的、医院危机、、 ,Basic Tragedy,海天一色,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-043,This Lingering Scent Must Belong to the Sacred Tree,外面明明是御神木的气味 ,Basic Tragedy,Zillash,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-044,The Mysteries of the Sandalwood Incense,檀木香解密版 ,Basic Tragedy,A,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-045,New Version Launch,推新本 ,Basic Tragedy,Zillash,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-046,Making Thorough Preparations,准备万端(1) ,Basic Tragedy,Choconut,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-047,A Promise Made 10 Years Ago,跨越10年的那个约定 ,Basic Tragedy,tongzi,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-048,A Chinese Ghost Story,倩女幽魂 ,Basic Tragedy,超级大米,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-049,Invisible Man,看不见的人 ,Basic Tragedy,萌新宝宝,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-050,。 ,,Basic Tragedy,たこす,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-051,Calamity Fortune ,,Basic Tragedy,弾濫,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-052,Giant Dimension Bomb,巨大「次元」爆弾 ,Basic Tragedy,弾濫,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-053,Protect the Sacred Tree!!!,ご神木を守れ！！！ ,Basic Tragedy,kyusiti,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-054,1D1L Script (BTX Edition),1D1L脚本（BTX編） ,Basic Tragedy,のば@頭くるるーん勢,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-055,Shanoa the Black Cat Mediates Fights,黒猫シャノアは喧嘩を仲裁する ,Basic Tragedy,白獅子のケイ,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-056,Rumors of a Witch,魔女の噂 ,Basic Tragedy,白獅子のケイ,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-057,Prototype,試作 ,Basic Tragedy,たこす,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-058,Stop The Irregular AI ,,Basic Tragedy,のば@頭くるるーん勢,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-059,True Invisible Malice,真・不可視の悪意 ,Basic Tragedy,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-060,Accelerated Murderous Intent ~The Nurse Will Not Return to the Hospital ~,加速する殺意～ナースは病院に戻らない～ ,Basic Tragedy,萱草プレリアル,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-061,Best in Class,,Basic Tragedy,C.J. Morton,www.tragedylooperscripts.com (not reviewed),72,Fan,,,4,4,7,,,Murder Plan,A Love Affair,Circle of Friends,Shrine Maiden,Key Person,Rich Man’s Daughter,Killer,Doctor,Brain,Patient,Lover,Henchman,Loved One,Police Officer,Friend,Class Rep,Friend,Office Worker,Conspiracy Theorist,Pop Idol,Person,Boy Student,Person,,,,,1,Increasing Unease,Office Worker,,3,Hospital Incident,Doctor,,5,Butterfly Effect,Pop Idol,,6,Murder,Henchman,,7,Murder,Rich Man’s Daughter,,,,,,,,,,,,,,,,,,,,,
BTX-F-062,Chain of Hatred,,Basic Tragedy,ChrisMaxheart,www.tragedylooperscripts.com (not reviewed),170,Fan,,4,3,4 – 3,6,,,Sign with me!,A Love Affair,Paranoia Virus,Nurse,Person,Patient,Person,Alien,Person,Shrine Maiden,Loved One,Office Worker,Person,Police Officer,Lover,Rich Man’s Daughter,Person,Boy Student,Conspiracy Theorist,Class Rep,Key Person,,,,,,,1,Increasing Unease,Rich Man’s Daughter,,2,Increasing Unease,Boy Student,,3,Suicide,Police Officer,,4,Faraway Murder,Patient,,5,Butterfly Effect,Shrine Maiden,,6,Suicide,Class Rep,,,,,,,,,,,,,,,,,
BTX-F-063,death before alive,,Basic Tragedy,Aster Mentha,www.tragedylooperscripts.com (not reviewed),173,Fan,,,4,4,5,,,Change of Future,Circle of Friends,An Unsettling Rumor,Patient,Person,Alien,Time Traveler,Shrine Maiden,Cultist,Black Cat,Person,Office Worker,Person,Police Officer,Person,Journalist,Person,Henchman,Conspiracy Theorist,Young Girl,Friend,Transfer Student (Day 2),Friend,,,,,2,Faraway Murder,Henchman,,4,Butterfly Effect,Young Girl,,5,Hospital Incident,Transfer Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-064,Diagonal Vroom,,Basic Tragedy,Justin Karp,www.tragedylooperscripts.com (not reviewed),129,Fan,,,3,3,6,,,Murder Plan,Threads of Fate,Circle of Friends,Girl Student,Key Person,Boy Student,Killer,Informer,Brain,Class Rep,Friend,Police Officer,Friend,Pop Idol,Conspiracy Theorist,Patient,Person,Rich Man’s Daughter,Person,Godly Being (∞ 3),Person,Henchman,Person,,,,,1,Diagonal Destruction 3,Henchman,,2,Diagonal Destruction 3,Boy Student,,3,Diagonal Destruction 3,Girl Student,,4,Diagonal Destruction 3,Police Officer,,5,Diagonal Destruction 3,Godly Being,,6,Diagonal Destruction 3,Patient,,,,,,,,,,,,,,,,,
BTX-F-065,hal_7297108,,Basic Tragedy,hal_7297108's friend Max,www.tragedylooperscripts.com (not reviewed),5,Fan,,,3,3,6,,,Giant Time Bomb,A Love Affair,The Hidden Freak,Pop Idol,Witch,Patient,Lover,Boy Student,Loved One,Godly Being (∞ 2),Friend,Shrine Maiden,Serial Killer,Nurse,Person,Journalist,Person,Office Worker,Person,Rich Man’s Daughter,Person,Class Rep,Person,,,,,2,Missing Person,Boy Student,,4,Increasing Unease,Journalist,,5,Hospital Incident,Shrine Maiden,,6,Suicide,Patient,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-066,Hidden Knife among the people,,Basic Tragedy,Hero7898,www.tragedylooperscripts.com (not reviewed),92,Fan,,,3,3,4,,,Sign with me!,The Hidden Freak,An Unsettling Rumor,Nurse,Person,Patient,Person,Police Officer,Person,Pop Idol,Key Person,Informer,Serial Killer,Class Rep,Friend,Girl Student,Conspiracy Theorist,Rich Man’s Daughter,Person,Shrine Maiden,Person,,,,,,,1,Butterfly Effect,Rich Man’s Daughter,,2,Increasing Unease,Class Rep,,3,Suicide,Pop Idol,,4,Faraway Murder,Police Officer,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-067,I'm Dying to Cause a Tragedy!,惨劇したくてたまらない！,Basic Tragedy,RooP,,,Fan,,,4,4,5,Table talk is not allowed. There is a Final Guess.,,Murder Plan,The Hidden Freak,Threads of Fate,Doctor,Key Person,Informer,Killer,Office Worker,Brain,Patient,Serial Killer,Rich Man’s Daughter,Friend,Boy Student,Person,Girl Student,Person,Shrine Maiden,Person,Police Officer,Person,,,,,,,2,Murder,Shrine Maiden,,3,Suicide,Doctor,,4,Increasing Unease,Rich Man’s Daughter,,5,Hospital Incident,Office Worker,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-068,The Death of Greatness,,Basic Tragedy,Justin Karp,www.tragedylooperscripts.com (not reviewed),109,Fan,,,4,4,6,,,Sign with me!,Circle of Friends,A Love Affair,Pop Idol,Key Person,Class Rep,Friend,Alien,Friend,Informer,Conspiracy Theorist,Godly Being (∞ 2),Lover,Nurse,Loved One,Mystery Boy,Cultist,Journalist,Person,Patient,Person,Henchman,Person,,,,,2,Foul Evil,Pop Idol,,3,Suicide,Class Rep,,4,Butterfly Effect,Journalist,,5,Diagonal Destruction,Henchman,,6,Faraway Murder,Informer,,,,,,,,,,,,,,,,,,,,,
BTX-F-069,Lords of Space-Time,,Basic Tragedy,O'Malley + Koya,www.tragedylooperscripts.com (not reviewed),108,Fan,,,4,4,6,,,Change of Future,The Hidden Freak,Threads of Fate,Godly Being (∞ 2),Time Traveler,Shrine Maiden,Cultist,Boy Student,Serial Killer,Police Officer,Friend,Alien,Person,Pop Idol,Person,Office Worker,Person,Rich Man’s Daughter,Person,Class Rep,Person,Doctor,Person,Patient,Person,,,1,Missing Person,Boy Student,,3,Butterfly Effect,Godly Being,,4,Increasing Unease,Shrine Maiden,,6,Foul Evil,Police Officer,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-070,Madness over Madness,,Basic Tragedy,ChrisMaxheart,www.tragedylooperscripts.com (not reviewed),169,Fan,,3,4,3 – 4,6,,,Murder Plan,Circle of Friends,Threads of Fate,Patient,Killer,Nurse,Person,Doctor,Friend,Godly Being (∞ 2),Key Person,Shrine Maiden,Person,Office Worker,Friend,Pop Idol,Brain,Rich Man’s Daughter,Conspiracy Theorist,Mystery Boy,Factor,,,,,,,1,Murder,Shrine Maiden,,2,Increasing Unease,Rich Man’s Daughter,,3,Missing Person,Pop Idol,,4,Hospital Incident,Patient,,5,Suicide,Office Worker,,6,Suicide,Godly Being,,,,,,,,,,,,,,,,,
BTX-F-071,The Hunt is On,,Basic Tragedy,O'Malley,www.tragedylooperscripts.com (not reviewed),89,Fan,,3,4,3 – 4,7,,,Murder Plan,Unknown Factor X,The Hidden Freak,Alien,Brain,Doctor,Killer,Pop Idol,Key Person,Rich Man’s Daughter,Factor,Office Worker,Serial Killer,Patient,Friend,Police Officer,Person,Class Rep,Person,Journalist,Person,Girl Student,Person,,,,,1,Foul Evil,Police Officer,,3,Spreading,Office Worker,,4,Murder,Patient,,6,Suicide,Rich Man’s Daughter,,7,Hospital Incident,Doctor,,,,,,,,,,,,,,,,,,,,,
BTX-F-072,Responsible Women,,Basic Tragedy,Kitsunin,www.tragedylooperscripts.com (not reviewed),174,Fan,,,3,3,6,,,The Sealed Item,Circle of Friends,Paranoia Virus,Alien,Person,Patient,Person,Nurse,Friend,Pop Idol,Person,Journalist,Conspiracy Theorist,Police Officer,Cultist,Boy Student,Brain,Girl Student,Person,Class Rep,Friend,,,,,,,2,Increasing Unease,Pop Idol,,4,Murder,Patient,,5,Butterfly Effect,Class Rep,,6,Faraway Murder,Police Officer,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-073,Return to Sanity,,Basic Tragedy,Augustin-Louis Cauchy,www.tragedylooperscripts.com (not reviewed),94,Fan,,,4,4,5,,,Change of Future,Circle of Friends,Threads of Fate,Patient,Time Traveler,Doctor,Cultist,Nurse,Friend,Boy Student,Friend,Rich Man’s Daughter,Conspiracy Theorist,Girl Student,Person,Class Rep,Person,Shrine Maiden,Person,Pop Idol,Person,,,,,,,1,Murder,Shrine Maiden,,2,Murder,Patient,,3,Suicide,Nurse,,4,Suicide,Boy Student,,5,Hospital Incident,Girl Student,,,,,,,,,,,,,,,,,,,,,
BTX-F-074,School Days,,Basic Tragedy,Test,www.tragedylooperscripts.com (not reviewed),178,Fan,,,3,3,5,,,Murder Plan,A Love Affair,Paranoia Virus,Pop Idol,Key Person,Patient,Lover,Class Rep,Conspiracy Theorist,Shrine Maiden,Person,Nurse,Person,Girl Student,Person,Rich Man’s Daughter,Loved One,Office Worker,Killer,Journalist,Brain,,,,,,,2,Increasing Unease,Office Worker,,4,Suicide,Girl Student,,5,Hospital Incident,Shrine Maiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-075,The Medea Syndrome,,Basic Tragedy,Elmore Maji,www.tragedylooperscripts.com (not reviewed),126,Fan,,,3,3,6,,,Giant Time Bomb,The Hidden Freak,Threads of Fate,Alien,Person,Boy Student,Person,Forensic Specialist,Person,Journalist,Serial Killer,Mystery Boy,Cultist,Nurse,Friend,Patient,Person,Police Officer,Witch,Pop Idol,Person,Rich Man’s Daughter,Person,,,,,1,Increasing Unease,Nurse,,3,Spreading,Rich Man’s Daughter,,4,Faraway Murder,Pop Idol,,6,Hospital Incident,Patient,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-076,The Outsider's Wish,,Basic Tragedy,Chronicle [RealBernkastel],www.tragedylooperscripts.com (not reviewed),177,Fan,,,4,4,5,,,Murder Plan,Threads of Fate,Circle of Friends,Office Worker,Conspiracy Theorist,Boy Student,Brain,Rich Man’s Daughter,Killer,Teacher,Friend,Nurse,Friend,Police Officer,Key Person,Patient,Person,Class Rep,Person,,,,,,,,,1,Foul Evil,Teacher,,2,Suicide,Rich Man’s Daughter,,3,Murder,Patient,,4,Faraway Murder,Police Officer,,5,Murder,Class Rep,,,,,,,,,,,,,,,,,,,,,
BTX-F-077,"The Ubiquitous, Yet Unseen Treasure",,Basic Tragedy,Chronicle [RealBernkastel],www.tragedylooperscripts.com (not reviewed),176,Fan,,,4,4,5,,,The Sealed Item,Paranoia Virus,The Hidden Freak,Young Girl,Friend,Office Worker,Cultist,Doctor,Serial Killer,Shrine Maiden,Brain,Godly Being (∞ 3),Person,Informer,Person,Boy Student,Conspiracy Theorist,Class Rep,Person,,,,,,,,,1,Butterfly Effect,Young Girl,,2,Butterfly Effect,Shrine Maiden,,4,Foul Evil,Godly Being,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-078,To End This World,,Basic Tragedy,O'Malley,www.tragedylooperscripts.com (not reviewed),104,Fan,,,3,3,6,,,Change of Future,Unknown Factor X,An Unsettling Rumor,Henchman,Time Traveler,Pop Idol,Cultist,Rich Man’s Daughter,Factor,Nurse,Conspiracy Theorist,Mystery Boy,Killer,Informer,Person,Office Worker,Person,Girl Student,Person,Alien,Person,Godly Being (∞ 2),Person,Shrine Maiden,Person,,,1,Murder,Henchman,,3,Butterfly Effect,Girl Student,,5,Increasing Unease,Godly Being,,6,Foul Evil,Alien,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-079,"To Survive, We Must Fight!",,Basic Tragedy,speter79,www.tragedylooperscripts.com (not reviewed),2,Fan,,,3,3,5,,,The Sealed Item,Threads of Fate,Paranoia Virus,Class Rep,Person,Shrine Maiden,Conspiracy Theorist,Rich Man’s Daughter,Person,Doctor,Person,Police Officer,Cultist,Journalist,Brain,,,,,,,,,,,,,2,Suicide,Police Officer,,4,Foul Evil,Doctor,,5,Butterfly Effect,Shrine Maiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-080,Tough to Name,,Basic Tragedy,Hal,,,Fan,,3,4,3 – 4,6,,,Giant Time Bomb,A Love Affair,The Hidden Freak,Pop Idol,Witch,Patient,Lover,Boy Student,Loved One,Shrine Maiden,Serial Killer,Godly Being (∞ 2),Friend,Nurse,Person,Journalist,Person,Office Worker,Person,Rich Man’s Daughter,Person,Class Rep,Person,,,,,2,Missing Person,Boy Student,,4,Increasing Unease,Journalist,,5,Hospital Incident,Shrine Maiden,,6,Suicide,Patient,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-081,Twelve Monkeys,,Basic Tragedy,vetinari7878,www.tragedylooperscripts.com (not reviewed),4,Fan,,,4,4,7,,,Change of Future,An Unsettling Rumor,Unknown Factor X,Girl Student,Factor,Class Rep,Conspiracy Theorist,Rich Man’s Daughter,Person,Shrine Maiden,Person,Doctor,Person,Patient,Time Traveler,Pop Idol,Person,Informer,Person,Office Worker,Cultist,,,,,,,2,Increasing Unease,Class Rep,,3,Foul Evil,Shrine Maiden,,4,Missing Person,Rich Man’s Daughter,,5,Butterfly Effect,Pop Idol,,7,Hospital Incident,Doctor,,,,,,,,,,,,,,,,,,,,,
BTX-F-082,Vroom Vroom 3,,Basic Tragedy,Justin Karp,www.tragedylooperscripts.com (not reviewed),88,Fan,,,4,4,6,,,The Sealed Item,Threads of Fate,A Love Affair,Alien,Brain,Shrine Maiden,Person,Henchman,Loved One,Patient,Lover,Mystery Boy,Conspiracy Theorist,Office Worker,Person,Rich Man’s Daughter,Person,Boy Student,Person,Girl Student,Person,Godly Being (∞ 2),Cultist,,,,,2,Increasing Unease,Mystery Boy,,3,Hospital Incident,Office Worker,,4,Murder,Henchman,,5,Butterfly Effect,Godly Being,,6,Foul Evil,Boy Student,,,,,,,,,,,,,,,,,,,,,
BTX-F-083,We have no choice but to die,,Basic Tragedy,Sairanac,www.tragedylooperscripts.com (not reviewed),7,Fan,,,4,4,8,,,Sign with me!,Circle of Friends,Paranoia Virus,Boy Student,Person,Girl Student,Key Person,Rich Man’s Daughter,Friend,Shrine Maiden,Person,Police Officer,Conspiracy Theorist,Office Worker,Person,Informer,Person,Doctor,Person,Patient,Friend,,,,,,,2,Murder,Boy Student,,4,Murder,Doctor,,5,Suicide,Girl Student,,8,Hospital Incident,Rich Man’s Daughter,,,,,,,,,,,,,,,,,,,,,,,,,
BTX-F-084,Who stole the cookie? Why so serious?,,Basic Tragedy,Cookie Monster,www.tragedylooperscripts.com (not reviewed),95,Fan,,,4,4,5,,,Murder Plan,Circle of Friends,Paranoia Virus,Doctor,Conspiracy Theorist,Patient,Friend,Office Worker,Person,Henchman,Friend,Godly Being (∞ 2),Person,Shrine Maiden,Brain,Rich Man’s Daughter,Key Person,Girl Student,Killer,Mystery Boy,Cultist,,,,,,,2,Suicide,Rich Man’s Daughter,,3,Increasing Unease,Patient,,4,Hospital Incident,Doctor,,5,Murder,Girl Student,,,,,,,,,,,,,,,,,,,,,,,,,
BTX+-F-001,Return from Despair,絶望からの回帰 ,Basic Tragedy+,ペンスキー,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX+-F-002,A Round Dance of Hope and Despair,諦念と決意の輪舞 ,Basic Tragedy+,れう,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX+-F-003,Needle in a Haystack,大海捞针 ,Basic Tragedy+,太阳&新手之二 ,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX+-F-004,The Desperate Woodcutter,绝望的樵夫 ,Basic Tragedy+,Choconut,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX+-F-004B,"Please, O God!",求求你了，神明大人 ,Basic Tragedy+,Choconut,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTX+-F-005,The Worst Game of Hide-and-Seek,最悪な隠れんぼ ,Basic Tragedy+,白獅子のケイ,,,Fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FS-001,The First Script,はじまりの脚本 ,First Steps,BakaFire,Tragedy Looper,1,,,,3,3,4,,,Murder Plan,Shadow of the Ripper,,Boy Student,Person,Girl Student,Key Person,Shrine Maiden,Serial Killer,Police Officer,Conspiracy Theorist,Office Worker,Killer,Doctor,Brain,,,,,,,,,,,,,2,Murder,Office Worker,,3,Suicide,Girl Student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
